X	Y	Species	Type	Diam	Height	ParamG1
100	63	ABCO	Adult	133	0	0
118	59	ABMA	Adult	37.9	0	0
118	61	PIMO	Adult	2.5	0	0
91	80	ABMA	Adult	113.6	0	0
91	80	ABMA	Adult	44.2	0	0
95	90	ABMA	Adult	2.7	0	0
111	55	ABMA	Adult	18.6	0	0
99	70	ABMA	Adult	95.5	0	0
116	50	ABMA	Adult	14.7	0	0
121	67	ABCO	Adult	96.6	0	0
110.5	55.5	ABMA	Adult	11.4	0	0
102	67	ABMA	Adult	85.5	0	0
99.5	58.5	ABCO	Adult	73.2	0	0
116	56	ABMA	Adult	16	0	0
112.5	59.5	ABCO	Adult	2.5	0	0
113	60	ABCO	Adult	7.3	0	0
113	59	ABCO	Adult	17.2	0	0
112.5	58	ABMA	Adult	19.7	0	0
159	3	ABMA	Adult	48.2	0	0
158	0	ABCO	Adult	60.4	0	0
150	3	ABMA	Adult	36.1	0	0
150	5.5	ABMA	Adult	103	0	0
150	6	PIMO	Adult	99.5	0	0
155	14	PICO	Adult	4.4	0	0
158	13	PIMO	Adult	1.9	0	0
138	1	ABMA	Adult	68.5	0	0
140	3	ABMA	Adult	134	0	0
145	1	ABMA	Adult	37.3	0	0
125	6	ABMA	Adult	4.3	0	0
104	4	ABMA	Adult	1.4	0	0
103	19	ABMA	Adult	1	0	0
104	18	ABMA	Adult	1.1	0	0
92	2	ABMA	Adult	1.9	0	0
94.5	2	ABMA	Adult	1.8	0	0
95	4	ABMA	Adult	1.3	0	0
89	17.5	ABMA	Adult	2.3	0	0
99	50	ABCO	Adult	15.3	0	0
99	49	ABMA	Adult	10.2	0	0
117	54	ABCO	Adult	66.1	0	0
96	48	ABMA	Adult	10.7	0	0
97.5	48	ABMA	Adult	2.9	0	0
106	45	ABMA	Adult	23.3	0	0
98	47	ABMA	Adult	9	0	0
106	45.5	ABMA	Adult	11.5	0	0
107	51	ABCO	Adult	156.52	0	0
158	3	ABMA	Adult	36	0	0
159	5	ABCO	Adult	8.5	0	0
113	5	ABMA	Adult	8.4	0	0
152	40	ABCO	Adult	2.2	0	0
160	46	PIMO	Adult	97.4	0	0
148	76	ABMA	Adult	23.1	0	0
157	95	PICO	Adult	39.4	0	0
155	95	PICO	Adult	68.3	0	0
159	100	ABMA	Adult	56	0	0
150	96	ABMA	Adult	26.4	0	0
147	98	ABCO	Adult	31.7	0	0
