X	Y	Species	Type	Diam	Height	ParamG1
24.961	48.083	PILA	Adult	0.8	0	0
61.269	11.846	CADE	Adult	29.5	0	0
55.238	17.905	ABCO	Adult	2.8	0	0
35.744	37.456	CADE	Adult	5.8	0	0
57.177	16.094	QUKE	Adult	25.7	0	0
53.72	19.607	CADE	Adult	12.9	0	0
48.082	25.387	CADE	Adult	6.4	0	0
35.698	37.841	ABCO	Adult	3.8	0	0
67.437	6.116	CADE	Adult	28.7	0	0
35.262	38.305	ABCO	Adult	4.4	0	0
28.091	45.661	ABCO	Adult	31.6	0	0
48.575	25.247	PILA	Adult	44.2	0	0
51.632	22.374	CADE	Adult	11.1	0	0
57.588	16.46	CADE	Adult	19	0	0
36.303	37.802	CADE	Adult	6.4	0	0
25.136	49.011	QUKE	Adult	12.6	0	0
52.17	21.992	ABCO	Adult	0.6	0	0
52.441	21.946	CADE	Adult	13.2	0	0
5.308	69.504	CADE	Adult	12.8	0	0
35.135	39.761	QUKE	Adult	23	0	0
33.34	41.599	CADE	Adult	6.4	0	0
48.077	26.933	CADE	Adult	14.5	0	0
60.353	14.869	ABCO	Adult	43.3	0	0
36.302	38.962	CADE	Adult	8.9	0	0
26.397	48.938	PILA	Adult	2.9	0	0
35.517	39.846	QUKE	Adult	27.5	0	0
52.479	22.927	ABCO	Adult	4.2	0	0
70.705	4.729	CADE	Adult	29.6	0	0
42.171	33.334	PILA	Adult	28	0	0
48.249	27.284	ABCO	Adult	3.6	0	0
26.6	49.343	QUKE	Adult	24.7	0	0
66.583	9.502	ABCO	Adult	85.3	0	0
45.067	31.046	ABCO	Adult	55.8	0	0
36.603	40.302	CADE	Adult	5.3	0	0
20.244	56.703	QUKE	Adult	19.4	0	0
26.446	50.544	QUKE	Adult	23.7	0	0
64.156	12.862	CADE	Adult	31.4	0	0
51.356	25.889	CADE	Adult	19.1	0	0
19.94	57.389	QUKE	Adult	15.4	0	0
73.061	4.325	CADE	Adult	15.4	0	0
28.77	48.63	PILA	Adult	5.9	0	0
29.683	47.873	ABCO	Adult	19.3	0	0
31.299	46.299	ABCO	Adult	24.2	0	0
28.812	48.814	PILA	Adult	4.5	0	0
35.762	41.992	CADE	Adult	13.2	0	0
2.118	75.805	CADE	Adult	22.9	0	0
34.434	43.517	CADE	Adult	7.3	0	0
20.564	57.444	QUKE	Adult	19.2	0	0
57.508	20.655	CADE	Adult	28.5	0	0
20.138	58.181	QUKE	Adult	28.5	0	0
27.547	50.786	ABCO	Adult	4.7	0	0
33.706	44.811	PILA	Adult	18.4	0	0
7.908	70.708	CADE	Adult	22.9	0	0
33.249	45.381	CADE	Adult	7.4	0	0
7.565	71.08	CADE	Adult	12.5	0	0
34.254	44.39	PILA	Adult	15	0	0
34.692	43.966	CADE	Adult	6.8	0	0
25.299	53.614	PILA	Adult	0.8	0	0
5.746	73.224	CADE	Adult	25	0	0
2.31	76.674	CADE	Adult	12.7	0	0
67.609	11.432	CADE	Adult	38	0	0
62.873	16.295	CADE	Adult	15.7	0	0
40.596	38.897	CADE	Adult	6	0	0
28.742	50.779	ABCO	Adult	5.5	0	0
65.74	13.895	QUKE	Adult	25.3	0	0
9.304	70.557	PILA	Adult	3.4	0	0
65.597	14.264	QUKE	Adult	22.4	0	0
